Shift_%,Scenario_Emissions,Delta_Emissions,Emissions_Intensity,Energy_Cost,CO2_Tax_Exposure
10,2946.502085645355,-327.38912062726195,0.2669497777194404,463135.8291800287,294650.2085645355
